:START_ID,:END_ID,relation,:TYPE
100791,400791,effect,effect
100792,400792,effect,effect
100793,400793,effect,effect
100794,400794,effect,effect
100795,400795,effect,effect
100796,400796,effect,effect
100797,400797,effect,effect
100798,400798,effect,effect
100799,400799,effect,effect
100800,400800,effect,effect
100801,400801,effect,effect
100802,400802,effect,effect
100803,400803,effect,effect
100804,400804,effect,effect
100805,400805,effect,effect
100806,400806,effect,effect
100807,400807,effect,effect
100808,400808,effect,effect
100809,400809,effect,effect
100810,400810,effect,effect
100811,400811,effect,effect
100812,400812,effect,effect
100813,400813,effect,effect
100814,400814,effect,effect
100815,400815,effect,effect
100816,400816,effect,effect
100817,400817,effect,effect
100818,400818,effect,effect
100819,400819,effect,effect
100820,400820,effect,effect
100821,400821,effect,effect
100822,400822,effect,effect
100823,400823,effect,effect
100824,400824,effect,effect
100825,400825,effect,effect
100826,400826,effect,effect
100827,400827,effect,effect
100828,400828,effect,effect
100829,400829,effect,effect
100830,400830,effect,effect
100831,400831,effect,effect
100832,400832,effect,effect
100833,400833,effect,effect
100834,400834,effect,effect
100835,400835,effect,effect
100836,400836,effect,effect
100837,400837,effect,effect
100838,400838,effect,effect
100839,400839,effect,effect
100840,400840,effect,effect
100841,400841,effect,effect
100842,400842,effect,effect
100843,400843,effect,effect
100844,400844,effect,effect
100845,400845,effect,effect
100846,400846,effect,effect
100847,400847,effect,effect
100848,400848,effect,effect
100849,400849,effect,effect
100850,400850,effect,effect
100851,400851,effect,effect
100852,400852,effect,effect
100853,400853,effect,effect
100854,400854,effect,effect
100855,400855,effect,effect
100856,400856,effect,effect
100857,400857,effect,effect
100858,400858,effect,effect
100859,400859,effect,effect
100860,400860,effect,effect
100861,400861,effect,effect
100862,400862,effect,effect
100863,400863,effect,effect
100864,400864,effect,effect
100865,400865,effect,effect
100866,400866,effect,effect
100867,400867,effect,effect
100868,400868,effect,effect
100869,400869,effect,effect
100870,400870,effect,effect
100871,400871,effect,effect
100872,400872,effect,effect
100873,400873,effect,effect
100874,400874,effect,effect
100875,400875,effect,effect
100876,400876,effect,effect
100877,400877,effect,effect
100878,400878,effect,effect
100879,400879,effect,effect
100880,400880,effect,effect
100881,400881,effect,effect
100882,400882,effect,effect
100883,400883,effect,effect
100884,400884,effect,effect
100885,400885,effect,effect
100886,400886,effect,effect
100887,400887,effect,effect
100888,400888,effect,effect
100889,400889,effect,effect
100890,400890,effect,effect
100891,400891,effect,effect
100892,400892,effect,effect
100893,400893,effect,effect
100894,400894,effect,effect
100895,400895,effect,effect
100896,400896,effect,effect
100897,400897,effect,effect
100898,400898,effect,effect
100899,400899,effect,effect
100900,400900,effect,effect
100901,400901,effect,effect
100902,400902,effect,effect
100903,400903,effect,effect
100904,400904,effect,effect
100905,400905,effect,effect
100906,400906,effect,effect
100907,400907,effect,effect
100908,400908,effect,effect
100909,400909,effect,effect
100910,400910,effect,effect
100911,400911,effect,effect
100912,400912,effect,effect
100913,400913,effect,effect
100914,400914,effect,effect
100915,400915,effect,effect
100916,400916,effect,effect
100917,400917,effect,effect
100918,400918,effect,effect
100919,400919,effect,effect
100920,400920,effect,effect
100921,400921,effect,effect
100922,400922,effect,effect
100923,400923,effect,effect
100924,400924,effect,effect
100925,400925,effect,effect
100926,400926,effect,effect
100927,400927,effect,effect
100928,400928,effect,effect
100929,400929,effect,effect
100930,400930,effect,effect
100931,400931,effect,effect
100932,400932,effect,effect
100933,400933,effect,effect
100934,400934,effect,effect
100935,400935,effect,effect
100936,400936,effect,effect
100937,400937,effect,effect
100938,400938,effect,effect
100939,400939,effect,effect
100940,400940,effect,effect
100941,400941,effect,effect
100942,400942,effect,effect
100943,400943,effect,effect
100944,400944,effect,effect
100945,400945,effect,effect
100946,400946,effect,effect
100947,400947,effect,effect
100948,400948,effect,effect
100949,400949,effect,effect
100950,400950,effect,effect
100951,400951,effect,effect
100952,400952,effect,effect
100953,400953,effect,effect
100954,400954,effect,effect
100955,400955,effect,effect
100956,400956,effect,effect
100957,400957,effect,effect
100958,400958,effect,effect
100959,400959,effect,effect
100960,400960,effect,effect
100961,400961,effect,effect
100962,400962,effect,effect
100963,400963,effect,effect
100964,400964,effect,effect
100965,400965,effect,effect
100966,400966,effect,effect
100967,400967,effect,effect
100968,400968,effect,effect
100969,400969,effect,effect
100970,400970,effect,effect
100971,400971,effect,effect
100972,400972,effect,effect
100973,400973,effect,effect
100974,400974,effect,effect
100975,400975,effect,effect
100976,400976,effect,effect
100977,400977,effect,effect
100978,400978,effect,effect
100979,400979,effect,effect
100980,400980,effect,effect
100981,400981,effect,effect
100982,400982,effect,effect
100983,400983,effect,effect
100984,400984,effect,effect
100985,400985,effect,effect
100986,400986,effect,effect
100987,400987,effect,effect
100988,400988,effect,effect
100989,400989,effect,effect
100990,400990,effect,effect
100991,400991,effect,effect
100992,400992,effect,effect
100993,400993,effect,effect
100994,400994,effect,effect
100995,400995,effect,effect
100996,400996,effect,effect
100997,400997,effect,effect
100998,400998,effect,effect
100999,400999,effect,effect
101000,401000,effect,effect
101001,401001,effect,effect
101002,401002,effect,effect
101003,401003,effect,effect
101004,401004,effect,effect
101005,401005,effect,effect
101006,401006,effect,effect
101007,401007,effect,effect
101008,401008,effect,effect
101009,401009,effect,effect
101010,401010,effect,effect
101011,401011,effect,effect
101012,401012,effect,effect
101013,401013,effect,effect
101014,401014,effect,effect
101015,401015,effect,effect
101016,401016,effect,effect
101017,401017,effect,effect
101018,401018,effect,effect
101019,401019,effect,effect
101020,401020,effect,effect
101021,401021,effect,effect
101022,401022,effect,effect
101023,401023,effect,effect
101024,401024,effect,effect
101025,401025,effect,effect
101026,401026,effect,effect
101027,401027,effect,effect
101028,401028,effect,effect
101029,401029,effect,effect
101030,401030,effect,effect
101031,401031,effect,effect
101032,401032,effect,effect
101033,401033,effect,effect
101034,401034,effect,effect
101035,401035,effect,effect
101036,401036,effect,effect
101037,401037,effect,effect
101038,401038,effect,effect
101039,401039,effect,effect
101040,401040,effect,effect
101041,401041,effect,effect
101042,401042,effect,effect
101043,401043,effect,effect
101044,401044,effect,effect
101045,401045,effect,effect
101046,401046,effect,effect
101047,401047,effect,effect
101048,401048,effect,effect
101049,401049,effect,effect
101050,401050,effect,effect
101051,401051,effect,effect
101052,401052,effect,effect
101053,401053,effect,effect
101054,401054,effect,effect
101055,401055,effect,effect
101056,401056,effect,effect
101057,401057,effect,effect
101058,401058,effect,effect
101059,401059,effect,effect
101060,401060,effect,effect
101061,401061,effect,effect
101062,401062,effect,effect
101063,401063,effect,effect
101064,401064,effect,effect
101065,401065,effect,effect
101066,401066,effect,effect
101067,401067,effect,effect
101068,401068,effect,effect
101069,401069,effect,effect
101070,401070,effect,effect
101071,401071,effect,effect
101072,401072,effect,effect
101073,401073,effect,effect
101074,401074,effect,effect
101075,401075,effect,effect
101076,401076,effect,effect
101077,401077,effect,effect
101078,401078,effect,effect
101079,401079,effect,effect
101080,401080,effect,effect
101081,401081,effect,effect
101082,401082,effect,effect
101083,401083,effect,effect
101084,401084,effect,effect
101085,401085,effect,effect
101086,401086,effect,effect
101087,401087,effect,effect
101088,401088,effect,effect
101089,401089,effect,effect
101090,401090,effect,effect
101091,401091,effect,effect
101092,401092,effect,effect
101093,401093,effect,effect
101094,401094,effect,effect
101095,401095,effect,effect
101096,401096,effect,effect
101097,401097,effect,effect
101098,401098,effect,effect
101099,401099,effect,effect
101100,401100,effect,effect
101101,401101,effect,effect
101102,401102,effect,effect
101103,401103,effect,effect
101104,401104,effect,effect
101105,401105,effect,effect
101106,401106,effect,effect
101107,401107,effect,effect
101108,401108,effect,effect
101109,401109,effect,effect
101110,401110,effect,effect
101111,401111,effect,effect
101112,401112,effect,effect
101113,401113,effect,effect
101114,401114,effect,effect
101115,401115,effect,effect
101116,401116,effect,effect
101117,401117,effect,effect
101118,401118,effect,effect
101119,401119,effect,effect
101120,401120,effect,effect
101121,401121,effect,effect
101122,401122,effect,effect
101123,401123,effect,effect
101124,401124,effect,effect
101125,401125,effect,effect
101126,401126,effect,effect
101127,401127,effect,effect
101128,401128,effect,effect
101129,401129,effect,effect
101130,401130,effect,effect
101131,401131,effect,effect
101132,401132,effect,effect
101133,401133,effect,effect
101134,401134,effect,effect
101135,401135,effect,effect
101136,401136,effect,effect
101137,401137,effect,effect
101138,401138,effect,effect
101139,401139,effect,effect
101140,401140,effect,effect
101141,401141,effect,effect
101142,401142,effect,effect
101143,401143,effect,effect
101144,401144,effect,effect
101145,401145,effect,effect
101146,401146,effect,effect
101147,401147,effect,effect
101148,401148,effect,effect
101149,401149,effect,effect
101150,401150,effect,effect
101151,401151,effect,effect
101152,401152,effect,effect
101153,401153,effect,effect
101154,401154,effect,effect
101155,401155,effect,effect
101156,401156,effect,effect
