:START_ID,:END_ID,relation,:TYPE
201095,101095,belong,belong
201096,101096,belong,belong
201097,101097,belong,belong
201098,101098,belong,belong
201099,101099,belong,belong
201100,101100,belong,belong
201101,101101,belong,belong
201102,101102,belong,belong
201103,101103,belong,belong
201104,101104,belong,belong
201105,101105,belong,belong
201106,101106,belong,belong
201107,101107,belong,belong
201108,101108,belong,belong
201109,101109,belong,belong
201110,101110,belong,belong
201111,101111,belong,belong
201112,101112,belong,belong
201113,101113,belong,belong
201114,101114,belong,belong
201115,101115,belong,belong
201116,101116,belong,belong
201117,101117,belong,belong
201118,101118,belong,belong
201119,101119,belong,belong
201120,101120,belong,belong
201121,101121,belong,belong
201122,101122,belong,belong
201123,101123,belong,belong
201124,101124,belong,belong
201125,101125,belong,belong
201126,101126,belong,belong
201127,101127,belong,belong
201128,101128,belong,belong
201129,101129,belong,belong
201130,101130,belong,belong
201131,101131,belong,belong
201132,101132,belong,belong
201133,101133,belong,belong
201134,101134,belong,belong
201135,101135,belong,belong
201136,101136,belong,belong
201137,101137,belong,belong
201138,101138,belong,belong
201139,101139,belong,belong
201140,101140,belong,belong
201141,101141,belong,belong
201142,101142,belong,belong
201143,101143,belong,belong
201144,101144,belong,belong
201145,101145,belong,belong
201146,101146,belong,belong
201147,101147,belong,belong
201148,101148,belong,belong
201149,101149,belong,belong
201150,101150,belong,belong
201151,101151,belong,belong
201152,101152,belong,belong
201153,101153,belong,belong
201154,101154,belong,belong
201155,101155,belong,belong
201156,101156,belong,belong
